cycle	pop	tcycle	o	zb	za	wb	wa	s	dz0	dz1	dz2	dz3	dz4
6	1	79516	0	0.0450972	0.0421093	0.998984	0.999114	0.00013029	-0.00525579	0.00138925	0.000827292	-0.00288114	-0.000854716
6	1	84539	0	0.0421093	0.0482572	0.999114	0.998836	-0.000277744	0.0139031	0.00388126	0.00819171	-0.00975571	-0.025991
6	1	91833	0	0.0482572	0.0526173	0.998836	0.998617	-0.00021989	0.0137861	-0.000655002	0.00149657	-0.00805504	0.0167182
6	1	95986	0	0.0526173	0.0551141	0.998617	0.998482	-0.000134484	0.00240839	-0.0012295	0.00073052	0.00132893	-0.00198072
6	2	7860	0	0.0317847	0.0324051	0.999495	0.999475	-1.99119e-05	-0.000492337	-0.000554139	-0.0194362	-0.00116219	0.00162397
6	2	8883	0	0.0324051	0.0410371	0.999475	0.999158	-0.000316925	-0.00774315	0.00915547	0.000489754	0.00697631	0.00124526
6	2	18713	0	0.0410371	0.0274544	0.999158	0.999623	0.000465258	0.0118636	-0.0074849	0.000189554	-0.0120878	-0.00648335
6	2	18891	0	0.0274544	0.0228869	0.999623	0.999738	0.000114973	0.0125068	0.00168765	-0.00534491	-0.00578567	0.00326889
6	2	21107	0	0.0228869	0.0386422	0.999738	0.999254	-0.000484586	-0.0169778	-0.0055354	-0.00769916	0.00963697	0.011501
6	2	30979	0	0.0386422	0.0281349	0.999254	0.999604	0.000350882	-0.0015582	-0.00144661	0.00677838	-0.0157255	-0.000465195
6	2	50330	0	0.0281349	0.0146757	0.999604	0.999892	0.000288141	0.0157716	0.0109455	0.00426978	-0.00425468	-0.00915166
6	2	56611	0	0.0146757	0.0271341	0.999892	0.999632	-0.000260408	0.0160037	-0.00189189	0.0355607	-0.00693001	0.00904727
6	2	72162	0	0.0271341	0.0261273	0.999632	0.999659	2.6813e-05	-0.0237711	0.0223758	-0.0240548	0.00275295	0.0071895
6	2	84533	0	0.0261273	0.0271105	0.999659	0.999633	-2.61728e-05	0.00620033	0.00258424	0.00316552	0.00378883	0.000176583
6	2	93670	0	0.0271105	0.0215897	0.999633	0.999767	0.000134443	-0.00440148	-0.00923612	0.00426742	0.000679944	0.000376316
7	1	10726	0	0.0551141	0.0438784	0.998482	0.999038	0.000556281	-0.00544732	0.0195453	0.00752333	-0.00516424	-0.00488836
7	1	31952	0	0.0438784	0.0473102	0.999038	0.998881	-0.000156458	-0.0206705	-0.0238787	0.00143163	0.0176527	0.0188944
7	1	49025	0	0.0473102	0.0571362	0.998881	0.998369	-0.000513013	0.00823924	-0.00233522	0.0127949	-0.0102624	-0.0062346
7	1	63727	0	0.0571362	0.0557359	0.998369	0.998448	7.90318e-05	-0.0137084	0.0261368	0.0213935	0.0246431	-0.00320362
7	1	65458	0	0.0557359	0.0401931	0.998448	0.999193	0.000745779	-0.00507038	0.00837039	-0.0141418	-0.00560057	-0.00825085
7	1	72586	0	0.0401931	0.0397513	0.999193	0.99921	1.76617e-05	-0.000604692	0.00185102	-0.000598626	0.000808606	-0.00101973
7	1	92046	0	0.0397513	0.0367574	0.99921	0.999325	0.000114535	-0.000795692	-0.000807776	-0.00368753	0.000740904	0.000928953
7	2	18621	0	0.0215897	0.0309475	0.999767	0.999521	-0.000245786	-0.00808611	-0.000834737	0.00377932	0.0123604	0.00116825
7	2	18843	0	0.0309475	0.0318315	0.999521	0.999494	-2.7749e-05	0.00117641	0.00129668	0.000363632	0.000126219	0.00147354
7	2	25605	0	0.0318315	0.0324797	0.999494	0.999473	-2.08436e-05	-0.000404315	0.000695394	0.000589795	-0.000487135	0.000404092
7	2	29388	0	0.0324797	0.0333905	0.999473	0.999443	-2.99956e-05	-0.00178301	0.0013564	0.00427277	-0.00655202	0.000546519
7	2	36125	0	0.0333905	0.0344981	0.999443	0.999405	-3.75952e-05	0.00450083	0.0119553	-0.0112895	0.000539963	-0.00634356
7	2	49341	0	0.0344981	0.033229	0.999405	0.999448	4.29762e-05	-0.00338764	-0.0032855	0.00336687	0.00221912	-0.00598315
7	2	61629	0	0.033229	0.0306033	0.999448	0.999532	8.38065e-05	0.0252333	-0.00690035	-0.00527616	-0.0332228	-0.00846066
7	2	61866	0	0.0306033	0.0259116	0.999532	0.999664	0.000132584	-0.00260941	-0.000789157	0.0038872	0.00587746	5.9156e-05
7	2	64730	0	0.0259116	0.026139	0.999664	0.999658	-5.91866e-06	0.00295127	0.000892347	0.00623219	0.00658995	0.00227894
