cycle	pop	tcycle	o	zb	za	wb	wa	s	dz0	dz1
11	1	9443	0	0.0137228	0.0156418	0.999906	0.999878	-2.81749e-05	-0.012109	0.0048581
11	1	23766	0	0.0156418	0.027256	0.999878	0.999629	-0.000249082	-0.0141687	0.0120052
11	1	46449	0	0.027256	0.0212549	0.999629	0.999774	0.00014557	0.0207176	-0.0234465
11	1	47896	0	0.0212549	0.0272926	0.999774	0.999628	-0.000146546	0.0318041	0.0104245
11	1	50805	0	0.0272926	0.0305076	0.999628	0.999535	-9.29091e-05	0.00484235	0.00624015
11	1	53734	0	0.0305076	0.0258413	0.999535	0.999666	0.000131478	-0.00445998	0.00293552
11	1	59839	0	0.0258413	0.0296924	0.999666	0.999559	-0.000106927	-0.0110294	0.026422
11	1	61626	0	0.0296924	0.0374448	0.999559	0.999299	-0.000260203	0.00315543	0.0071181
11	1	63003	0	0.0374448	0.043721	0.999299	0.999045	-0.000254677	0.00779887	0.002471
11	1	70743	0	0.043721	0.0306689	0.999045	0.99953	0.00048559	0.0048202	-0.0329608
11	1	73103	0	0.0306689	0.0259635	0.99953	0.999663	0.00013325	-0.00643827	-0.0119281
11	1	83775	0	0.0259635	0.0265145	0.999663	0.999649	-1.44579e-05	-0.000126419	-0.00168257
11	1	95538	0	0.0265145	0.0122286	0.999649	0.999925	0.000276778	-0.035908	0.014079
11	2	14262	0	0.0212603	0.017908	0.999774	0.99984	6.56538e-05	-0.00268113	0.00258387
11	2	30898	0	0.017908	0.0295573	0.99984	0.999563	-0.00027643	-0.0241151	0.0399848
11	2	49876	0	0.0295573	0.0173937	0.999563	0.999849	0.000285588	0.0264847	-0.00740263
11	2	53280	0	0.0173937	0.0195499	0.999849	0.999809	-3.98289e-05	-0.00588179	0.00392327
11	2	59126	0	0.0195499	0.0425739	0.999809	0.999094	-0.000714912	0.0355714	0.000657324
11	2	67334	0	0.0425739	0.052109	0.999094	0.998643	-0.000451303	-0.0033887	0.0192611
11	2	75018	0	0.052109	0.0361321	0.998643	0.999347	0.000705157	-0.050374	-0.00709246
